"Sample Date","Test date","WRRF Name","WRRF Abbreviation","Concentration SARS-CoV-2 gene target (N1 Copies/L) ","Per capita SARS-CoV-2 load (N1 copies per day per population)","Annotation","Population Served, estimated ","Technology"
"05/23/2023","05/25/2023","Jamaica Bay","JA","103,152.00","40,400,000.00","This sample was analyzed in duplicate.","735,054","dPCR - N1"
"05/23/2023","05/25/2023","Hunts Point","HP","7,704.00","3,620,000.00","This sample was analyzed in duplicate.","781,885","dPCR - N1"
"05/23/2023","05/25/2023","Coney Island","CI","44,928.00","20,200,000.00",,"647,635","dPCR - N1"
"05/23/2023","05/25/2023","Bowery Bay","BB","76,824.00","28,000,000.00",,"894,311","dPCR - N1"
"05/23/2023","05/25/2023","26th Ward","26W","38,688.00","20,700,000.00",,"318,262","dPCR - N1"
"05/21/2023","05/22/2023","26th Ward","26W","7,656.00","5,550,000.00",,"318,262","dPCR - N1"
"05/21/2023","05/22/2023","Wards Island","WI","24,192.00","14,400,000.00",,"1,173,448","dPCR - N1"
"05/21/2023","05/22/2023","Tallman Island","TI","83,016.00","46,700,000.00",,"457,817","dPCR - N1"
"05/21/2023","05/22/2023","Rockaway","RK","13,104.00","8,830,000.00",,"117,991","dPCR - N1"
"05/21/2023","05/22/2023","Red Hook","RH","29,208.00","9,440,000.00",,"257,556","dPCR - N1"
"05/21/2023","05/22/2023","Port Richmond","PR","41,208.00","18,100,000.00",,"224,516","dPCR - N1"
"05/21/2023","05/22/2023","Owls Head","OH","123,768.00","42,100,000.00",,"923,524","dPCR - N1"
"05/21/2023","05/22/2023","Oakwood Beach","OB","64,824.00","28,400,000.00",,"243,910","dPCR - N1"
"05/21/2023","05/22/2023","North River","NR","75,288.00","44,800,000.00",,"649,549","dPCR - N1"
"05/21/2023","05/22/2023","Newtown Creek","NC","62,760.00","34,800,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR - N1"
"05/21/2023","05/22/2023","Jamaica Bay","JA","110,520.00","45,000,000.00","This sample was analyzed in duplicate.","735,054","dPCR - N1"
"05/21/2023","05/22/2023","Hunts Point","HP","14,112.00","7,380,000.00","This sample was analyzed in duplicate.","781,885","dPCR - N1"
"05/21/2023","05/22/2023","Coney Island","CI","28,032.00","12,900,000.00",,"647,635","dPCR - N1"
"05/21/2023","05/22/2023","Bowery Bay","BB","90,960.00","36,200,000.00",,"894,311","dPCR - N1"
"05/16/2023","05/17/2023","Hunts Point","HP","16,392.00","8,170,000.00","This sample was analyzed in duplicate.","781,885","dPCR - N1"
"05/16/2023","05/17/2023","Jamaica Bay","JA","89,712.00","34,200,000.00","This sample was analyzed in duplicate.","735,054","dPCR - N1"
"05/16/2023","05/17/2023","Newtown Creek","NC","83,616.00","46,900,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR - N1"
"05/16/2023","05/17/2023","North River","NR","78,096.00","46,400,000.00",,"649,549","dPCR - N1"
"05/16/2023","05/17/2023","Oakwood Beach","OB","95,184.00","42,700,000.00",,"243,910","dPCR - N1"
"05/16/2023","05/17/2023","26th Ward","26W","32,256.00","17,300,000.00",,"318,262","dPCR - N1"
"05/16/2023","05/17/2023","Owls Head","OH","96,168.00","31,100,000.00",,"923,524","dPCR - N1"
"05/16/2023","05/17/2023","Bowery Bay","BB","97,536.00","35,900,000.00",,"894,311","dPCR - N1"
"05/16/2023","05/17/2023","Coney Island","CI","96,840.00","43,000,000.00",,"647,635","dPCR - N1"
"05/16/2023","05/17/2023","Port Richmond","PR","47,808.00","21,800,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"05/16/2023","05/17/2023","Red Hook","RH","112,200.00","49,500,000.00",,"257,556","dPCR - N1"
"05/16/2023","05/17/2023","Rockaway","RK","44,616.00","27,200,000.00",,"117,991","dPCR - N1"
"05/16/2023","05/17/2023","Tallman Island","TI","67,488.00","31,200,000.00",,"457,817","dPCR - N1"
"05/16/2023","05/17/2023","Wards Island","WI","117,480.00","70,100,000.00",,"1,173,448","dPCR - N1"
"05/14/2023","05/15/2023","Oakwood Beach","OB","36,384.00","15,600,000.00",,"243,910","dPCR - N1"
"05/14/2023","05/15/2023","26th Ward","26W","31,248.00","16,700,000.00",,"318,262","dPCR - N1"
"05/14/2023","05/15/2023","Bowery Bay","BB","75,696.00","27,600,000.00",,"894,311","dPCR - N1"
"05/14/2023","05/15/2023","Coney Island","CI","34,680.00","15,200,000.00",,"647,635","dPCR - N1"
"05/14/2023","05/15/2023","Hunts Point","HP","24,408.00","13,700,000.00","This sample was analyzed in duplicate.","781,885","dPCR - N1"
"05/14/2023","05/15/2023","Jamaica Bay","JA","41,568.00","16,300,000.00","This sample was analyzed in duplicate.","735,054","dPCR - N1"
"05/14/2023","05/15/2023","Newtown Creek","NC","58,032.00","31,000,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR - N1"
"05/14/2023","05/15/2023","North River","NR","48,720.00","26,700,000.00",,"649,549","dPCR - N1"
"05/14/2023","05/15/2023","Owls Head","OH","122,160.00","38,600,000.00",,"923,524","dPCR - N1"
"05/14/2023","05/15/2023","Port Richmond","PR","46,704.00","20,500,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"05/14/2023","05/15/2023","Red Hook","RH","112,608.00","43,000,000.00",,"257,556","dPCR - N1"
"05/14/2023","05/15/2023","Rockaway","RK","4,032.00","2,460,000.00",,"117,991","dPCR - N1"
"05/14/2023","05/15/2023","Tallman Island","TI","63,816.00","28,500,000.00",,"457,817","dPCR - N1"
"05/14/2023","05/15/2023","Wards Island","WI","21,192.00","12,400,000.00",,"1,173,448","dPCR - N1"
"05/09/2023","05/10/2023","26th Ward","26W","36,456.00","19,500,000.00",,"318,262","dPCR - N1"
"05/09/2023","05/10/2023","Wards Island","WI","39,720.00","25,200,000.00",,"1,173,448","dPCR - N1"
"05/09/2023","05/10/2023","Tallman Island","TI","43,968.00","20,400,000.00",,"457,817","dPCR - N1"
"05/09/2023","05/10/2023","Rockaway","RK","40,920.00","26,300,000.00",,"117,991","dPCR - N1"
"05/09/2023","05/10/2023","Red Hook","RH","51,096.00","18,800,000.00",,"257,556","dPCR - N1"
"05/09/2023","05/10/2023","Port Richmond","PR","49,320.00","22,500,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"05/09/2023","05/10/2023","Owls Head","OH","75,384.00","24,400,000.00",,"923,524","dPCR - N1"
"05/09/2023","05/10/2023","Oakwood Beach","OB","25,152.00","11,600,000.00",,"243,910","dPCR - N1"
"05/09/2023","05/10/2023","North River","NR","44,760.00","26,900,000.00",,"649,549","dPCR - N1"
"05/09/2023","05/10/2023","Newtown Creek","NC","58,080.00","33,700,000.00",,"1,227,810","dPCR - N1"
"05/09/2023","05/10/2023","Jamaica Bay","JA","71,376.00","27,900,000.00",,"735,054","dPCR - N1"
"05/09/2023","05/10/2023","Hunts Point","HP","25,968.00","14,500,000.00",,"781,885","dPCR - N1"
"05/09/2023","05/10/2023","Coney Island","CI","6,384.00","3,130,000.00",,"647,635","dPCR - N1"
"05/09/2023","05/10/2023","Bowery Bay","BB","77,784.00","30,000,000.00",,"894,311","dPCR - N1"
"05/07/2023","05/08/2023","Bowery Bay","BB","77,136.00","31,300,000.00",,"894,311","dPCR - N1"
"05/07/2023","05/08/2023","Wards Island","WI","14,424.00","9,120,000.00",,"1,173,448","dPCR - N1"
"05/07/2023","05/08/2023","Tallman Island","TI","45,096.00","21,300,000.00",,"457,817","dPCR - N1"
"05/07/2023","05/08/2023","Rockaway","RK","25,248.00","17,000,000.00",,"117,991","dPCR - N1"
"05/07/2023","05/08/2023","Red Hook","RH","13,440.00","4,940,000.00",,"257,556","dPCR - N1"
"05/07/2023","05/08/2023","Port Richmond","PR","29,832.00","16,100,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"05/07/2023","05/08/2023","Owls Head","OH","70,608.00","24,300,000.00",,"923,524","dPCR - N1"
"05/07/2023","05/08/2023","Oakwood Beach","OB","3,744.00","1,910,000.00",,"243,910","dPCR - N1"
"05/07/2023","05/08/2023","North River","NR","118,032.00","66,000,000.00",,"649,549","dPCR - N1"
"05/07/2023","05/08/2023","Newtown Creek","NC","15,480.00","8,640,000.00",,"1,227,810","dPCR - N1"
"05/07/2023","05/08/2023","Jamaica Bay","JA","43,248.00","18,000,000.00",,"735,054","dPCR - N1"
"05/07/2023","05/08/2023","Hunts Point","HP","20,880.00","12,000,000.00",,"781,885","dPCR - N1"
"05/07/2023","05/08/2023","Coney Island","CI","12,888.00","5,500,000.00",,"647,635","dPCR - N1"
"05/07/2023","05/08/2023","26th Ward","26W","2,496.00","1,400,000.00",,"318,262","dPCR - N1"
"04/30/2023","05/01/2023","Red Hook","RH","12,048.00","13,800,000.00",,"257,556","dPCR - N1"
"04/30/2023","05/01/2023","Wards Island","WI","13,104.00","18,000,000.00",,"1,173,448","dPCR - N1"
"04/30/2023","05/01/2023","Tallman Island","TI","5,400.00","5,540,000.00",,"457,817","dPCR - N1"
"04/30/2023","05/01/2023","Rockaway","RK","6,720.00","6,040,000.00",,"117,991","dPCR - N1"
"04/30/2023","05/01/2023","Port Richmond","PR","5,280.00","6,680,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"04/30/2023","05/01/2023","Owls Head","OH","3,888.00","2,880,000.00",,"923,524","dPCR - N1"
"04/30/2023","05/01/2023","Oakwood Beach","OB","20,040.00","23,400,000.00",,"243,910","dPCR - N1"
"04/30/2023","05/01/2023","North River","NR","9,384.00","13,900,000.00",,"649,549","dPCR - N1"
"04/30/2023","05/01/2023","Newtown Creek","NC","11,616.00","15,000,000.00",,"1,227,810","dPCR - N1"
"04/30/2023","05/01/2023","Jamaica Bay","JA","28,584.00","20,600,000.00",,"735,054","dPCR - N1"
"04/30/2023","05/01/2023","Hunts Point","HP","2,808.00","4,320,000.00",,"781,885","dPCR - N1"
"04/30/2023","05/01/2023","Coney Island","CI","11,544.00","11,100,000.00",,"647,635","dPCR - N1"
"04/30/2023","05/01/2023","Bowery Bay","BB","16,440.00","16,000,000.00",,"894,311","dPCR - N1"
"04/30/2023","05/01/2023","26th Ward","26W","6,240.00","9,650,000.00",,"318,262","dPCR - N1"
"04/23/2023","04/24/2023","26th Ward","26W","26,328.00","32,300,000.00",,"318,262","dPCR - N1"
"04/23/2023","04/24/2023","Wards Island","WI","10,488.00","9,470,000.00",,"1,173,448","dPCR - N1"
"04/23/2023","04/24/2023","Tallman Island","TI","14,616.00","10,800,000.00",,"457,817","dPCR - N1"
"04/23/2023","04/24/2023","Rockaway","RK","6,648.00","4,690,000.00",,"117,991","dPCR - N1"
"04/23/2023","04/24/2023","Red Hook","RH","20,088.00","13,300,000.00",,"257,556","dPCR - N1"
"04/23/2023","04/24/2023","Port Richmond","PR","9,264.00","6,720,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"04/23/2023","04/24/2023","Owls Head","OH","11,328.00","5,340,000.00",,"923,524","dPCR - N1"
"04/23/2023","04/24/2023","Oakwood Beach","OB","26,304.00","15,700,000.00",,"243,910","dPCR - N1"
"04/23/2023","04/24/2023","North River","NR","7,680.00","7,340,000.00",,"649,549","dPCR - N1"
"04/23/2023","04/24/2023","Newtown Creek","NC","25,872.00","28,100,000.00",,"1,227,810","dPCR - N1"
"04/23/2023","04/24/2023","Jamaica Bay","JA","37,704.00","20,200,000.00",,"735,054","dPCR - N1"
"04/23/2023","04/24/2023","Hunts Point","HP","3,792.00","3,520,000.00",,"781,885","dPCR - N1"
"04/23/2023","04/24/2023","Coney Island","CI","23,112.00","12,300,000.00",,"647,635","dPCR - N1"
"04/23/2023","04/24/2023","Bowery Bay","BB","24,024.00","16,600,000.00",,"894,311","dPCR - N1"
"04/19/2023","04/20/2023","Coney Island","CI","17,880.00","7,520,000.00",,"647,635","dPCR - N1"
"04/19/2023","04/20/2023","Wards Island","WI","22,320.00","13,200,000.00",,"1,173,448","dPCR - N1"
"04/19/2023","04/20/2023","Tallman Island","TI","71,688.00","27,900,000.00",,"457,817","dPCR - N1"
"04/19/2023","04/20/2023","Rockaway","RK","5,328.00","3,250,000.00",,"117,991","dPCR - N1"
"04/19/2023","04/20/2023","Red Hook","RH","59,136.00","20,000,000.00",,"257,556","dPCR - N1"
"04/19/2023","04/20/2023","Port Richmond","PR","31,776.00","12,900,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"04/19/2023","04/20/2023","Owls Head","OH","50,328.00","15,900,000.00",,"923,524","dPCR - N1"
"04/19/2023","04/20/2023","Oakwood Beach","OB","56,832.00","20,600,000.00",,"243,910","dPCR - N1"
"04/19/2023","04/20/2023","North River","NR","8,952.00","4,380,000.00",,"649,549","dPCR - N1"
"04/19/2023","04/20/2023","Newtown Creek","NC","44,064.00","24,000,000.00",,"1,227,810","dPCR - N1"
"04/19/2023","04/20/2023","Jamaica Bay","JA","60,816.00","21,600,000.00",,"735,054","dPCR - N1"
"04/19/2023","04/20/2023","Hunts Point","HP","38,520.00","20,300,000.00",,"781,885","dPCR - N1"
"04/19/2023","04/20/2023","Bowery Bay","BB","43,224.00","15,900,000.00",,"894,311","dPCR - N1"
"04/19/2023","04/20/2023","26th Ward","26W","31,392.00","16,800,000.00",,"318,262","dPCR - N1"
"04/16/2023","04/17/2023","Coney Island","CI","37,200.00","15,900,000.00",,"647,635","dPCR - N1"
"04/16/2023","04/17/2023","Wards Island","WI","7,896.00","4,840,000.00",,"1,173,448","dPCR - N1"
"04/16/2023","04/17/2023","Tallman Island","TI","49,104.00","21,100,000.00",,"457,817","dPCR - N1"
"04/16/2023","04/17/2023","Rockaway","RK","6,648.00","3,840,000.00",,"117,991","dPCR - N1"
"04/16/2023","04/17/2023","26th Ward","26W","30,048.00","15,400,000.00",,"318,262","dPCR - N1"
"04/16/2023","04/17/2023","Red Hook","RH","52,248.00","18,400,000.00",,"257,556","dPCR - N1"
"04/16/2023","04/17/2023","Port Richmond","PR","64,920.00","27,400,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"04/16/2023","04/17/2023","Owls Head","OH","77,112.00","25,600,000.00",,"923,524","dPCR - N1"
"04/16/2023","04/17/2023","Oakwood Beach","OB","42,744.00","16,700,000.00",,"243,910","dPCR - N1"
"04/16/2023","04/17/2023","North River","NR","25,704.00","14,100,000.00",,"649,549","dPCR - N1"
"04/16/2023","04/17/2023","Newtown Creek","NC","55,536.00","29,400,000.00",,"1,227,810","dPCR - N1"
"04/16/2023","04/17/2023","Jamaica Bay","JA","53,160.00","19,700,000.00",,"735,054","dPCR - N1"
"04/16/2023","04/17/2023","Bowery Bay","BB","59,664.00","22,000,000.00",,"894,311","dPCR - N1"
"04/16/2023","04/17/2023","Hunts Point","HP","33,192.00","17,500,000.00",,"781,885","dPCR - N1"
"04/11/2023","04/12/2023","Oakwood Beach","OB","13,776.00","5,240,000.00",,"243,910","dPCR - N1"
"04/11/2023","04/12/2023","Wards Island","WI","18,312.00","10,600,000.00",,"1,173,448","dPCR - N1"
"04/11/2023","04/12/2023","Tallman Island","TI","76,896.00","27,300,000.00",,"457,817","dPCR - N1"
"04/11/2023","04/12/2023","Rockaway","RK","30,744.00","16,800,000.00",,"117,991","dPCR - N1"
"04/11/2023","04/12/2023","Red Hook","RH","70,128.00","26,800,000.00",,"257,556","dPCR - N1"
"04/11/2023","04/12/2023","Port Richmond","PR","78,048.00","31,600,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"04/11/2023","04/12/2023","Owls Head","OH","42,744.00","13,700,000.00",,"923,524","dPCR - N1"
"04/11/2023","04/12/2023","North River","NR","33,216.00","18,400,000.00",,"649,549","dPCR - N1"
"04/11/2023","04/12/2023","Newtown Creek","NC","87,240.00","46,000,000.00",,"1,227,810","dPCR - N1"
"04/11/2023","04/12/2023","Jamaica Bay","JA","144,480.00","52,100,000.00",,"735,054","dPCR - N1"
"04/11/2023","04/12/2023","Hunts Point","HP","23,064.00","13,500,000.00",,"781,885","dPCR - N1"
"04/11/2023","04/12/2023","Coney Island","CI","45,528.00","18,600,000.00",,"647,635","dPCR - N1"
"04/11/2023","04/12/2023","Bowery Bay","BB","54,456.00","18,900,000.00",,"894,311","dPCR - N1"
"04/11/2023","04/12/2023","26th Ward","26W","12,912.00","6,600,000.00",,"318,262","dPCR - N1"
"04/11/2023","04/12/2023","Wards Island","WI","605.00","343,000.00",,"1,173,448","RT-qPCR - N1"
"04/11/2023","04/12/2023","Tallman Island","TI","3,340.00","1,210,000.00",,"457,817","RT-qPCR - N1"
"04/11/2023","04/12/2023","Rockaway","RK","1,697.00","906,000.00",,"117,991","RT-qPCR - N1"
"04/11/2023","04/12/2023","Red Hook","RH","4,726.00",,,"257,556","RT-qPCR - N1"
"04/11/2023","04/12/2023","Port Richmond","PR","4,616.00",,,"224,516","RT-qPCR - N1"
"04/11/2023","04/12/2023","Owls Head","OH","3,934.00","1,280,000.00",,"923,524","RT-qPCR - N1"
"04/11/2023","04/12/2023","Oakwood Beach","OB","655.00",,,"243,910","RT-qPCR - N1"
"04/11/2023","04/12/2023","North River","NR","1,608.00",,,"649,549","RT-qPCR - N1"
"04/11/2023","04/12/2023","Newtown Creek","NC","4,654.00","2,600,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","1,227,810","RT-qPCR - N1"
"04/11/2023","04/12/2023","Jamaica Bay","JA","9,136.00","3,230,000.00",,"735,054","RT-qPCR - N1"
"04/11/2023","04/12/2023","Hunts Point","HP","1,635.00",,,"781,885","RT-qPCR - N1"
"04/11/2023","04/12/2023","Coney Island","CI","2,092.00","813,000.00",,"647,635","RT-qPCR - N1"
"04/11/2023","04/12/2023","Bowery Bay","BB","2,987.00",,,"894,311","RT-qPCR - N1"
"04/11/2023","04/12/2023","26th Ward","26W","1,374.00","770,000.00","Ct-threshold manually entered.","318,262","RT-qPCR - N1"
"04/09/2023","04/10/2023","26th Ward","26W","31,224.00","17,100,000.00",,"318,262","dPCR - N1"
"04/09/2023","04/10/2023","Wards Island","WI","619.00","349,000.00",,"1,173,448","RT-qPCR - N1"
"04/09/2023","04/10/2023","Tallman Island","TI","1,809.00","776,000.00",,"457,817","RT-qPCR - N1"
"04/09/2023","04/10/2023","Rockaway","RK","3,060.00","1,730,000.00",,"117,991","RT-qPCR - N1"
"04/09/2023","04/10/2023","Red Hook","RH","3,042.00",,,"257,556","RT-qPCR - N1"
"04/09/2023","04/10/2023","Port Richmond","PR","4,644.00",,,"224,516","RT-qPCR - N1"
"04/09/2023","04/10/2023","Owls Head","OH","6,789.00",,,"923,524","RT-qPCR - N1"
"04/09/2023","04/10/2023","Oakwood Beach","OB","1,422.00",,,"243,910","RT-qPCR - N1"
"04/09/2023","04/10/2023","North River","NR","1,153.00",,"This sample was analyzed in duplicate. The higher of the 2 results is reported","649,549","RT-qPCR - N1"
"04/09/2023","04/10/2023","Newtown Creek","NC","3,462.00","1,860,000.00",,"1,227,810","RT-qPCR - N1"
"04/09/2023","04/10/2023","Jamaica Bay","JA","3,433.00","1,230,000.00",,"735,054","RT-qPCR - N1"
"04/09/2023","04/10/2023","Hunts Point","HP","792.00",,,"781,885","RT-qPCR - N1"
"04/09/2023","04/10/2023","Coney Island","CI","1,435.00","565,000.00",,"647,635","RT-qPCR - N1"
"04/09/2023","04/10/2023","Bowery Bay","BB","3,479.00","1,210,000.00",,"894,311","RT-qPCR - N1"
"04/09/2023","04/10/2023","26th Ward","26W","1,176.00","704,000.00","Ct-threshold manually entered.","318,262","RT-qPCR - N1"
"04/09/2023","04/10/2023","Bowery Bay","BB","72,264.00","26,000,000.00",,"894,311","dPCR - N1"
"04/09/2023","04/10/2023","Coney Island","CI","25,704.00","10,700,000.00",,"647,635","dPCR - N1"
"04/09/2023","04/10/2023","Hunts Point","HP","12,864.00","9,780,000.00",,"781,885","dPCR - N1"
"04/09/2023","04/10/2023","Jamaica Bay","JA","81,960.00","30,000,000.00",,"735,054","dPCR - N1"
"04/09/2023","04/10/2023","Newtown Creek","NC","54,168.00","27,400,000.00",,"1,227,810","dPCR - N1"
"04/09/2023","04/10/2023","North River","NR","11,520.00","6,040,000.00",,"649,549","dPCR - N1"
"04/09/2023","04/10/2023","Oakwood Beach","OB","12,528.00","5,040,000.00",,"243,910","dPCR - N1"
"04/09/2023","04/10/2023","Owls Head","OH","101,952.00","32,200,000.00",,"923,524","dPCR - N1"
"04/09/2023","04/10/2023","Port Richmond","PR","85,488.00","34,600,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"04/09/2023","04/10/2023","Red Hook","RH","52,200.00","18,400,000.00",,"257,556","dPCR - N1"
"04/09/2023","04/10/2023","Rockaway","RK","67,728.00","39,100,000.00",,"117,991","dPCR - N1"
"04/09/2023","04/10/2023","Tallman Island","TI","30,504.00","12,900,000.00",,"457,817","dPCR - N1"
"04/09/2023","04/10/2023","Wards Island","WI","7,872.00","4,550,000.00",,"1,173,448","dPCR - N1"
"04/04/2023","04/05/2023","26th Ward","26W","3,107.00","1,820,000.00",,"318,262","RT-qPCR - N1"
"04/04/2023","04/05/2023","Wards Island","WI","21,528.00","13,000,000.00",,"1,173,448","dPCR - N1"
"04/04/2023","04/05/2023","Tallman Island","TI","75,768.00","28,200,000.00",,"457,817","dPCR - N1"
"04/04/2023","04/05/2023","Rockaway","RK","57,264.00","33,100,000.00",,"117,991","dPCR - N1"
"04/04/2023","04/05/2023","Red Hook","RH","66,192.00","22,400,000.00",,"257,556","dPCR - N1"
"04/04/2023","04/05/2023","Port Richmond","PR","60,840.00","24,600,000.00","This sample was analyzed in duplicate. Flow value not yet available.","224,516","dPCR - N1"
"04/04/2023","04/05/2023","Owls Head","OH","33,960.00","12,000,000.00",,"923,524","dPCR - N1"
"04/04/2023","04/05/2023","Oakwood Beach","OB","65,256.00","25,900,000.00",,"243,910","dPCR - N1"
"04/04/2023","04/05/2023","North River","NR","57,504.00","34,200,000.00",,"649,549","dPCR - N1"
"04/04/2023","04/05/2023","Newtown Creek","NC","82,512.00","44,800,000.00",,"1,227,810","dPCR - N1"
"04/04/2023","04/05/2023","Jamaica Bay","JA","189,072.00","67,200,000.00",,"735,054","dPCR - N1"
"04/04/2023","04/05/2023","Hunts Point","HP","59,256.00","34,400,000.00",,"781,885","dPCR - N1"
"04/04/2023","04/05/2023","Coney Island","CI","48,864.00","20,800,000.00",,"647,635","dPCR - N1"
"04/04/2023","04/05/2023","Bowery Bay","BB","106,416.00","37,800,000.00",,"894,311","dPCR - N1"
"04/04/2023","04/05/2023","26th Ward","26W","40,104.00","21,500,000.00",,"318,262","dPCR - N1"
"04/04/2023","04/05/2023","Bowery Bay","BB","11,130.00","3,830,000.00",,"894,311","RT-qPCR - N1"
"04/04/2023","04/05/2023","Coney Island","CI","4,954.00","2,010,000.00",,"647,635","RT-qPCR - N1"
"04/04/2023","04/05/2023","Hunts Point","HP","8,410.00","5,050,000.00",,"781,885","RT-qPCR - N1"
"04/04/2023","04/05/2023","Jamaica Bay","JA","16,867.00","5,880,000.00",,"735,054","RT-qPCR - N1"
"04/04/2023","04/05/2023","Newtown Creek","NC","9,809.00","5,650,000.00",,"1,227,810","RT-qPCR - N1"
"04/04/2023","04/05/2023","Wards Island","WI","3,148.00","1,850,000.00",,"1,173,448","RT-qPCR - N1"
"04/04/2023","04/05/2023","North River","NR","4,707.00",,,"649,549","RT-qPCR - N1"
"04/04/2023","04/05/2023","Oakwood Beach","OB","6,856.00",,,"243,910","RT-qPCR - N1"
"04/04/2023","04/05/2023","Owls Head","OH","5,897.00","2,120,000.00",,"923,524","RT-qPCR - N1"
"04/04/2023","04/05/2023","Port Richmond","PR","5,088.00",,,"224,516","RT-qPCR - N1"
"04/04/2023","04/05/2023","Red Hook","RH","8,243.00","3,200,000.00","This sample was analyzed in duplicate. The higher of the 2 results is reported","257,556","RT-qPCR - N1"
"04/04/2023","04/05/2023","Rockaway","RK","4,944.00","2,790,000.00",,"117,991","RT-qPCR - N1"
"04/04/2023","04/05/2023","Tallman Island","TI","8,313.00","3,150,000.00",,"457,817","RT-qPCR - N1"
"04/02/2023","04/03/2023","Wards Island","WI","13,224.00","7,980,000.00",,"1,173,448","dPCR - N1"
"04/02/2023","04/03/2023","26th Ward","26W","13,896.00","7,770,000.00",,"318,262","dPCR - N1"
"04/02/2023","04/03/2023","Bowery Bay","BB","27,960.00","10,900,000.00",,"894,311","dPCR - N1"
"04/02/2023","04/03/2023","Coney Island","CI","46,152.00","20,200,000.00",,"647,635","dPCR - N1"
"04/02/2023","04/03/2023","Hunts Point","HP","25,848.00","16,500,000.00",,"781,885","dPCR - N1"
"04/02/2023","04/03/2023","Jamaica Bay","JA","53,472.00","20,700,000.00",,"735,054","dPCR - N1"
"04/02/2023","04/03/2023","Newtown Creek","NC","97,680.00","51,500,000.00",,"1,227,810","dPCR - N1"
"04/02/2023","04/03/2023","North River","NR","111,216.00","61,600,000.00",,"649,549","dPCR - N1"
"04/02/2023","04/03/2023","Oakwood Beach","OB","45,312.00","21,900,000.00",,"243,910","dPCR - N1"
"04/02/2023","04/03/2023","Owls Head","OH","104,976.00","36,600,000.00",,"923,524","dPCR - N1"
"04/02/2023","04/03/2023","Port Richmond","PR","70,632.00","31,000,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"04/02/2023","04/03/2023","Red Hook","RH","9,384.00","3,170,000.00",,"257,556","dPCR - N1"
"04/02/2023","04/03/2023","Rockaway","RK","68,208.00","39,400,000.00",,"117,991","dPCR - N1"
"04/02/2023","04/03/2023","Tallman Island","TI","24,120.00","11,600,000.00",,"457,817","dPCR - N1"
"03/28/2023","03/29/2023","Newtown Creek","NC","4,385.00","2,570,000.00",,"1,227,810","RT-qPCR - N1"
"03/28/2023","03/29/2023","Wards Island","WI","60,600.00","33,200,000.00",,"1,173,448","dPCR - N1"
"03/28/2023","03/29/2023","Tallman Island","TI","86,280.00","37,800,000.00",,"457,817","dPCR - N1"
"03/28/2023","03/29/2023","Rockaway","RK","118,272.00","72,100,000.00",,"117,991","dPCR - N1"
"03/28/2023","03/29/2023","Red Hook","RH","70,584.00","23,900,000.00",,"257,556","dPCR - N1"
"03/28/2023","03/29/2023","Port Richmond","PR","91,296.00","38,500,000.00","This sample was analyzed in duplicate.","224,516","dPCR - N1"
"03/28/2023","03/29/2023","Owls Head","OH","96,288.00","32,000,000.00",,"923,524","dPCR - N1"
"03/28/2023","03/29/2023","Oakwood Beach","OB","99,192.00","42,800,000.00",,"243,910","dPCR - N1"
"03/28/2023","03/29/2023","North River","NR","62,736.00","35,800,000.00",,"649,549","dPCR - N1"
"03/28/2023","03/29/2023","Newtown Creek","NC","82,416.00","45,500,000.00",,"1,227,810","dPCR - N1"
"03/28/2023","03/29/2023","Jamaica Bay","JA","211,176.00","79,400,000.00",,"735,054","dPCR - N1"
"03/28/2023","03/29/2023","Hunts Point","HP","10,464.00","10,000,000.00",,"781,885","dPCR - N1"
"03/28/2023","03/29/2023","Coney Island","CI","46,560.00","23,100,000.00",,"647,635","dPCR - N1"
"03/28/2023","03/29/2023","Bowery Bay","BB","129,792.00","47,200,000.00",,"894,311","dPCR - N1"
"03/28/2023","03/29/2023","26th Ward","26W","64,056.00","35,800,000.00",,"318,262","dPCR - N1"
"03/28/2023","03/29/2023","26th Ward","26W","4,586.00","2,810,000.00",,"318,262","RT-qPCR - N1"
"03/28/2023","03/29/2023","Bowery Bay","BB","8,082.00","2,850,000.00",,"894,311","RT-qPCR - N1"
"03/28/2023","03/29/2023","Coney Island","CI","2,965.00","1,400,000.00",,"647,635","RT-qPCR - N1"
"03/28/2023","03/29/2023","Hunts Point","HP","1,275.00","1,260,000.00",,"781,885","RT-qPCR - N1"
"03/28/2023","03/29/2023","Jamaica Bay","JA","9,883.00","3,650,000.00",,"735,054","RT-qPCR - N1"
